"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"BEL","Belgium","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",31.084,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",16.816,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",24.021,,
"BEL","Belgium","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",12.678,,
"BEL","Belgium","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",14.361,,
"BEL","Belgium","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",14.776,,
"BEL","Belgium","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",13.888,,
"BEL","Belgium","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",9.358,,
"BEL","Belgium","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",10.076,,
"BEL","Belgium","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",2.198,,
"BEL","Belgium","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1.705,,
"BEL","Belgium","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.527,,
"BEL","Belgium","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",1.412,,
"BEL","Belgium","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1.306,,
"BEL","Belgium","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",1.142,,
"BEL","Belgium","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",145.075,,
"BEL","Belgium","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",154.92,,
"BEL","Belgium","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",58.344,,
"BEL","Belgium","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",57.62,,
"BEL","Belgium","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",39.687,,
"BEL","Belgium","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",38.027,,
"BEL","Belgium","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",112.914,,
"BEL","Belgium","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",92.482,,
"BEL","Belgium","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",34.489,,
"BEL","Belgium","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",41.631,,
"BEL","Belgium","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",19.969,,
"BEL","Belgium","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",27.708,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",15.484,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",14.171,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",18.656,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",14.062,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",11.103,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",7.371,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",19.571,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",20.044,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",17.333,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",15.79,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",17.37,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",16.066,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",17.305,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",17.039,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",17.265,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",17.746,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",19.224,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",18.531,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",22.147,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",24.598,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",3.235,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",4.342,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",5.548,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",5.038,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",5.281,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",5.108,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",5.158,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",5.566,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",7.046,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",10.072,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",8.76,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",9.496,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",11.057,,
"CZE","Czechia","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",8.696,,
"CZE","Czechia","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",9.636,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",3.808,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",4.403,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.192,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.186,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",2.176,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.997,,
"CZE","Czechia","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.6,,
"CZE","Czechia","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.493,,
"CZE","Czechia","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.508,,
"CZE","Czechia","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.6,,
"CZE","Czechia","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.383,,
"CZE","Czechia","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.493,,
"CZE","Czechia","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.159,,
"CZE","Czechia","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.145,,
"CZE","Czechia","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.096,,
"CZE","Czechia","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.095,,
"CZE","Czechia","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.085,,
"CZE","Czechia","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.091,,
"CZE","Czechia","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",9.548,,
"CZE","Czechia","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",11.018,,
"CZE","Czechia","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",3.398,,
"CZE","Czechia","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",4.465,,
"CZE","Czechia","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",3.149,,
"CZE","Czechia","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",3.876,,
"CZE","Czechia","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",5.996,,
"CZE","Czechia","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",6.512,,
"CZE","Czechia","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.566,,
"CZE","Czechia","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.873,,
"CZE","Czechia","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.306,,
"CZE","Czechia","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.514,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.036,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.027,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.737,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.839,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.596,,
"CZE","Czechia","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.666,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",202.026,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",209.055,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",181.844,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",166.063,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",182.324,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",168.84,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",181.886,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",179.328,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",182.025,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",187.487,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",203.572,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",196.918,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",236.297,,
"CZE","Czechia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",263.202,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",33.396,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",45.29,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",58.206,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",52.989,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",55.438,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",53.685,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",54.215,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",58.585,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",74.288,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",106.656,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",93.083,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",101.319,,
"CZE","Czechia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",118.316,,
"CZE","Czechia","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",92.777,,
"CZE","Czechia","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",103.106,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",40.633,,
"CZE","Czechia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",47.118,,
